GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
1,1,1,0,0,0,0,2,4,3,2,1,League of Legends,PC,30.0,I play for fun,improving,Gold,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,Male,27,Unemployed / between jobs,High School,Canada,Multiplayer,3,12,36.0,CAN
1,0,2,0,1,0,0,4,6,5,4,4,League of Legends,PC,20.0,I play for fun,having fun,Silver,5.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Unemployed / between jobs,High School,USA,Multiplayer,4,23,16.0,USA
1,0,1,0,0,2,0,3,3,3,3,3,League of Legends,PC,10.0,I play for fun,improving,Gold,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,20,Unemployed / between jobs,High School,Canada,Multiplayer,4,15,11.0,CAN
0,0,0,0,0,0,0,2,2,5,5,2,League of Legends,PC,20.0,I play for fun,winning,Silver,10.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,37,Employed,Masters,Portugal,Multiplayer,0,16,5.0,PRT
1,2,2,3,0,1,1,2,1,2,5,4,League of Legends,PC,7.0,I play for fun,having fun,Unranked,4.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,Male,23,Employed,Bachelor,Hungary,Multiplayer,10,14,18.0,HUN
0,0,0,0,0,1,0,5,4,6,2,4,League of Legends,PC,15.0,I play for fun,having fun,Gold,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,Male,23,Employed,High School,USA,Multiplayer,1,21,11.0,USA
1,0,2,0,0,0,1,4,3,5,3,2,Other,PC,6.0,I play for fun,improving,Unranked,10.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Male,26,Student at college / university,Bachelor,Germany,Multiplayer,4,17,7.0,DEU
1,1,1,1,1,0,1,5,6,4,1,3,League of Legends,PC,30.0,To earn,winning,Platinum,6.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,Male,18,Student at college / university,High School,Denmark,Multiplayer,6,19,39.0,DNK
0,0,0,0,0,1,0,6,6,6,6,7,Other,"Console (PS, Xbox, ...)",20.0,I play for fun,having fun,Unranked,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,Male,18,Employed,High School,Canada,Multiplayer,1,31,9.0,CAN
1,0,0,0,0,2,1,2,2,5,6,1,League of Legends,PC,10.0,boosted a pal for gold rewards and he gave me $10 paypal once ,improving,Platinum,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,19,Employed,High School,USA,Multiplayer,4,16,12.0,USA
3,1,2,1,0,2,0,2,2,2,1,4,League of Legends,PC,25.0,I play for fun,winning,Platinum,5.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,4.0,1.0,2.0,2.0,Male,22,Student at college / university,Bachelor,Slovakia,Multiplayer,9,11,33.0,SVK
0,0,1,0,0,0,0,6,6,6,7,5,Other,PC,10.0,I play for fun,improving,Gold,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,21,Student at college / university,High School,USA,Multiplayer,1,30,0.0,USA
1,2,2,0,1,0,1,6,6,6,4,6,Other,PC,15.0,I play for fun,improving,Gold,8.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,Male,20,Student at college / university,High School,Germany,Singleplayer,7,28,19.0,DEU
0,0,1,1,3,3,0,4,3,3,2,3,Other,PC,14.0,I play for fun,having fun,Silver,10.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,Male,18,Student at school,None,Greece,Multiplayer,8,15,35.0,GRC
1,0,0,0,0,0,0,3,2,5,2,4,League of Legends,PC,30.0,I play for fun,having fun,Unranked,6.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,Male,18,Student at college / university,High School,Sweden,Multiplayer,1,16,18.0,SWE
0,0,0,0,0,0,0,2,3,2,3,2,League of Legends,PC,40.0,I play for fun,having fun,Unranked,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,Male,19,Student at college / university,High School,Brazil,Multiplayer,0,12,47.0,BRA
0,0,1,0,1,0,1,5,2,6,6,7,League of Legends,PC,17.0,I play for fun,having fun,Silver,12.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,19,Unemployed / between jobs,High School,USA,Multiplayer,3,26,16.0,USA
1,0,0,0,0,1,0,2,6,7,2,2,League of Legends,PC,25.0,I play for fun,improving,Unranked,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,Bachelor,Netherlands,Multiplayer,2,19,10.0,BEL
0,0,0,0,1,0,0,3,2,6,6,2,League of Legends,PC,20.0,I play for fun,having fun,Unranked,15.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Male,19,Student at college / university,High School,Argentina,Multiplayer,1,19,19.0,ARG
1,1,1,1,0,0,1,4,4,4,4,3,League of Legends,PC,5.0,I play for fun,having fun,Platinum,2.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,Male,27,Employed,Bachelor,USA,Multiplayer,5,19,21.0,USA
0,0,1,0,0,0,0,6,6,6,6,2,League of Legends,PC,8.0,I play for fun,having fun,Unranked,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,High School,Romania,Multiplayer,1,26,13.0,ROU
1,0,1,0,0,1,1,3,2,3,3,1,League of Legends,PC,20.0,To earn,having fun,Gold,4.0,0.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,Male,20,Unemployed / between jobs,High School,USA,Multiplayer,4,12,28.0,USA
0,0,0,3,3,2,0,1,3,2,2,1,League of Legends,PC,20.0,play to hopefully be in the lcs,winning,Unranked,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Male,18,Student at school,High School,USA,Singleplayer,8,9,6.0,USA
0,0,0,0,1,0,0,7,7,7,6,7,League of Legends,PC,16.0,I play for fun,having fun,Gold,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,19,Employed,High School,Norway,Multiplayer,1,34,3.0,NOR
0,0,0,0,0,1,0,5,5,6,5,5,League of Legends,PC,28.0,I play for fun,having fun,Platinum,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Male,19,Student at school,None,Poland,Multiplayer,1,26,14.0,POL
3,3,3,3,3,3,3,6,6,3,4,4,League of Legends,PC,40.0,To earn,improving,Unranked,20.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,Male,18,Student at college / university,High School,Australia,Multiplayer,21,23,35.0,AUS
0,0,0,0,1,0,0,4,7,6,5,4,League of Legends,PC,20.0,I play for fun,improving,Unranked,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,High School,Netherlands,Multiplayer,1,26,9.0,NLD
3,3,3,3,3,3,3,4,5,2,2,4,League of Legends,PC,40.0,I play for fun,improving,Platinum,10.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,3.0,1.0,Male,18,Student at school,None,Canada,Multiplayer,21,17,57.0,CAN
3,3,3,3,3,3,3,1,1,1,1,5,League of Legends,PC,20.0,I play for fun,having fun,Unranked,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,Male,25,Unemployed / between jobs,Bachelor,Sweden,Multiplayer,21,9,3.0,SWE
0,1,1,0,0,2,1,5,3,6,4,2,League of Legends,PC,10.0,I play for fun,Other,Gold,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,5,20,34.0,USA
0,0,0,0,0,1,0,5,7,5,6,4,League of Legends,PC,20.0,I play for fun,having fun,Silver,10.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,Male,21,Student at college / university,Bachelor,USA,Multiplayer,1,27,13.0,USA
1,0,0,0,0,1,0,3,5,4,4,5,League of Legends,PC,3.0,I play for fun,improving,Silver,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,Female,22,Student at college / university,High School,Mexico,Multiplayer,2,21,26.0,MEX
1,1,0,0,0,0,0,3,4,4,6,6,Counter Strike,PC,40.0,I play for fun,improving,Silver,10.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,2.0,Male,20,Student at school,High School,USA,Multiplayer,2,23,23.0,USA
1,1,1,0,0,1,1,2,3,5,5,3,League of Legends,PC,13.0,I play for fun,winning,Silver,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,19,Student at college / university,None,UK,Multiplayer,5,18,16.0,GBR
0,1,1,2,3,0,0,3,3,3,5,4,League of Legends,"Console (PS, Xbox, ...)",5.0,I play for fun,relaxing,Gold,4.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,Male,25,Student at college / university,Bachelor,Netherlands,Multiplayer,7,18,15.0,NLD
2,1,1,0,0,0,0,6,6,7,7,5,League of Legends,PC,14.0,I play for fun,winning,Gold,20.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,23,Student at college / university,Ph.D,USA,Multiplayer,4,31,6.0,USA
2,2,2,3,1,3,3,4,6,1,3,3,League of Legends,PC,35.0,I play for fun,improving,Silver,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,Male,19,Employed,High School,UK,Multiplayer,16,17,11.0,GBR
1,1,1,1,1,0,2,5,2,4,4,6,League of Legends,PC,20.0,I play for fun,Other,Unranked,10.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,Male,27,Employed,Bachelor,New Zealand,Multiplayer,7,21,22.0,NZL
0,0,0,0,0,0,0,4,4,4,2,6,League of Legends,PC,30.0,I play for fun,Other,Gold,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,20,Unemployed / between jobs,High School,USA,Multiplayer,0,20,3.0,USA
0,0,1,1,0,1,0,5,6,6,4,3,Other,PC,10.0,I play for fun,having fun,Unranked,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,18,Student at college / university,High School,USA,Singleplayer,3,24,11.0,USA
1,0,2,0,0,0,0,5,6,6,5,6,League of Legends,PC,15.0,I play for fun,having fun,Silver,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,18,Student at school,None,USA,Multiplayer,3,28,6.0,USA
2,1,1,1,1,1,0,2,2,3,4,1,League of Legends,PC,18.0,I play for fun,improving,Gold,12.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,7,12,13.0,USA
2,3,3,0,0,3,2,5,6,2,5,5,League of Legends,PC,20.0,I play for fun,having fun,Silver,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,Male,22,Student at college / university,High School,Germany,Multiplayer,13,23,50.0,DEU
3,3,3,3,0,0,3,2,3,1,2,1,League of Legends,PC,15.0,I play for fun,having fun,Silver,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,Male,18,Student at college / university,High School,USA,Multiplayer,15,9,26.0,USA
0,0,0,0,0,1,0,1,2,7,4,7,League of Legends,PC,35.0,I play for fun,improving,Gold,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0,2.0,3.0,1.0,1.0,5.0,Male,23,Employed,High School,USA,Multiplayer,1,21,23.0,USA
0,0,0,0,0,0,0,5,5,6,3,2,League of Legends,PC,30.0,I play for fun,winning,Gold,10.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,19,Unemployed / between jobs,None,UK,Multiplayer,0,21,12.0,GBR
1,0,0,0,0,0,0,6,7,6,6,6,League of Legends,PC,12.0,To earn,improving,Platinum,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,20,Student at college / university,High School,New Zealand,Multiplayer,1,31,6.0,NZL
0,0,0,1,0,1,0,6,6,6,5,4,League of Legends,PC,25.0,I play for fun,winning,Silver,5.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,Male,18,Student at college / university,High School,USA,Multiplayer,2,27,17.0,USA
1,0,1,1,1,2,0,3,3,5,2,4,League of Legends,PC,5.0,I play for fun,improving,Gold,2.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,4.0,0.0,3.0,2.0,Female,22,Student at college / university,High School,Croatia,Multiplayer,6,17,29.0,HRV
0,0,1,1,0,1,0,1,2,2,2,1,Other,PC,18.0,I play for fun,having fun,Unranked,0.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,Male,21,Unemployed / between jobs,High School,USA,Multiplayer,3,8,28.0,USA
1,1,2,0,1,0,0,2,5,3,1,1,League of Legends,PC,15.0,I play for fun,improving,Platinum,35.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,5,12,21.0,USA
0,0,0,0,0,1,0,2,4,3,1,4,League of Legends,PC,20.0,I play for fun,improving,Gold,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,Male,22,Student at college / university,High School,Vietnam,Singleplayer,1,14,18.0,VNM
1,0,1,0,0,1,0,5,6,6,5,5,League of Legends,PC,21.0,To earn,having fun,Platinum,7.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,Male,18,Student at college / university,High School,Germany,Singleplayer,3,27,18.0,AUT
0,0,0,0,0,1,0,3,6,5,6,4,League of Legends,PC,10.0,I play for fun,having fun,Platinum,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,20,Student at college / university,Bachelor,South Korea,Multiplayer,1,24,4.0,USA
1,0,0,1,0,1,0,5,4,4,5,4,League of Legends,PC,12.0,I play for fun,winning,Silver,20.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,Male,23,Student at college / university,High School,Netherlands,Multiplayer,3,22,20.0,NLD
0,0,1,0,1,1,0,5,3,3,4,5,League of Legends,PC,40.0,I play for fun,improving,Unranked,20.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,23,Employed,Bachelor,Mexico,Multiplayer,3,20,12.0,MEX
1,1,1,1,1,0,1,3,6,4,1,1,Hearthstone,PC,35.0,I play for fun,improving,Unranked,7.0,0.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,Male,19,Student at college / university,High School,Brazil,Singleplayer,6,15,56.0,BRA
0,0,1,1,1,0,0,2,6,2,1,2,League of Legends,PC,20.0,I play for fun,winning,Platinum,6.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,22,Unemployed / between jobs,High School,Chile,Multiplayer,3,13,16.0,USA
3,3,3,3,0,2,2,2,1,2,1,1,World of Warcraft,PC,30.0,To earn,winning,Gold,25.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,Male,18,Student at college / university,High School,USA,Multiplayer,16,7,50.0,USA
0,0,0,0,0,1,0,4,6,5,5,6,League of Legends,PC,30.0,I play for fun,Other,Unranked,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,Germany,Multiplayer,1,26,2.0,DEU
1,2,3,0,1,0,0,6,6,4,5,2,League of Legends,PC,20.0,I play for fun,having fun,Gold,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,Male,18,Student at school,Ph.D,Turkey,Multiplayer,7,23,7.0,AUT
1,0,1,0,0,1,1,5,6,5,4,2,League of Legends,PC,12.0,I play for fun,having fun,Unranked,4.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,Male,22,Student at college / university,Bachelor,Germany,Multiplayer,4,22,38.0,DEU
1,1,1,1,0,0,0,2,2,2,2,3,Other,PC,10.0,I play for fun,having fun,Unranked,20.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,High School,Finland,Multiplayer,4,11,9.0,FIN
1,0,1,1,1,0,1,5,7,5,4,5,League of Legends,PC,16.0,I play for fun,improving,Silver,6.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,Male,20,Student at college / university,High School,Bangladesh,Singleplayer,5,26,34.0,USA
2,1,0,0,0,0,0,5,6,6,4,3,League of Legends,PC,12.0,I play for fun,improving,Gold,20.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,Male,19,Student at college / university,High School,Germany,Multiplayer,3,24,24.0,DEU
0,0,0,0,0,0,0,5,7,5,5,2,Other,PC,30.0,I play for fun,having fun,Unranked,10.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,Male,22,Student at college / university,Bachelor,USA,Multiplayer,0,24,23.0,USA
2,1,3,3,2,2,1,5,3,6,3,2,League of Legends,PC,20.0,I play for fun,improving,Silver,10.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,Male,21,Student at college / university,High School,Canada,Multiplayer,14,19,60.0,CAN
0,0,2,0,0,0,0,4,3,5,5,1,League of Legends,PC,20.0,I play for fun,winning,Gold,10.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Student at school,None,Germany,Multiplayer,2,18,9.0,DEU
1,1,1,2,0,0,1,2,4,5,3,2,League of Legends,PC,20.0,I play for fun,improving,Silver,6.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,Male,20,Student at college / university,High School,UK,Multiplayer,6,16,43.0,GBR
2,1,3,3,3,1,1,3,3,2,3,1,League of Legends,PC,5.0,I play for fun,having fun,Unranked,7.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,Female,20,Student at college / university,High School,USA,Multiplayer,14,12,13.0,USA
0,0,0,0,0,1,0,6,7,6,4,5,League of Legends,PC,16.0,I play for fun,improving,Gold,10.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,19,Student at school,None,Germany,Multiplayer,1,28,13.0,DEU
1,2,3,1,0,2,2,1,5,2,6,1,League of Legends,PC,35.0,I play for fun,winning,Platinum,5.0,2.0,0.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,Male,18,Student at school,High School,Slovenia,Multiplayer,11,15,43.0,SVN
1,0,2,2,0,1,0,1,1,1,2,1,League of Legends,PC,40.0,I play for fun,improving,Platinum,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,Male,24,Unemployed / between jobs,None,Argentina,Multiplayer,6,6,13.0,ESP
1,3,2,3,0,1,3,3,5,2,2,1,League of Legends,PC,10.0,I play for fun,winning,Silver,20.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,1.0,Male,18,Employed,High School,USA,Multiplayer,13,13,20.0,USA
2,2,2,2,1,2,2,3,6,6,3,2,League of Legends,PC,10.0,I play for fun,having fun,Gold,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,18,Student at school,None,Greece,Multiplayer,13,20,6.0,GRC
2,2,2,1,3,0,2,2,4,1,2,2,League of Legends,PC,35.0,I play for fun,having fun,Silver,20.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,4.0,4.0,2.0,4.0,1.0,Male,18,Student at college / university,High School,Portugal,Multiplayer,12,11,47.0,PRT
0,0,1,0,0,2,0,1,2,1,1,1,League of Legends,PC,12.0,I play for fun,improving,Unranked,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,23,Employed,Bachelor,Latvia,Multiplayer,3,6,11.0,RUS
1,1,0,1,0,0,0,5,6,6,5,4,League of Legends,PC,28.0,I play for fun,improving,Gold,5.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,Male,22,Student at college / university,High School,Ecuador,Multiplayer,3,26,20.0,ECU
1,1,2,1,0,2,1,2,2,1,1,1,League of Legends,PC,20.0,I play for fun,winning,Gold,4.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,USA,Multiplayer,8,7,29.0,USA
1,1,1,0,0,2,1,3,5,5,2,5,Other,PC,15.0,I play for fun,winning,Platinum,9.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,Male,21,Student at college / university,None,USA,Singleplayer,6,20,30.0,USA
3,3,3,0,0,1,1,5,6,2,1,1,League of Legends,PC,40.0,I play for fun,improving,Platinum,5.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,4.0,Male,18,Student at college / university,High School,UK,Multiplayer,11,15,22.0,GBR
2,1,2,1,1,2,0,5,7,6,6,3,League of Legends,PC,13.0,I play for fun,improving,Silver,14.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,0.0,4.0,Male,25,Student at college / university,Bachelor,USA,Multiplayer,9,27,22.0,USA
1,1,1,0,0,0,0,6,6,6,5,1,Counter Strike,PC,35.0,I play for fun,having fun,Silver,30.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,25,Unemployed / between jobs,Bachelor,USA,Multiplayer,3,24,9.0,USA
